salary_id,ids_num,year,author,level,title
,,2010,胡军,,基于.NET的电信工单业务系统设计与实施
,,2010,范蔚文,,数据挖掘在电信领域中的应用研究
,,2010,范蔚文,,浅谈通信运营企业"一卡充"的支撑管理
,,2010,李姗,,An Adaptive Method Preventing Database from SQL Injection Attacks
,,2010,李姗,,Safety Evaluation Method of Lifting Applications Based on BP Neural Networks
,,2010,饶泓,,Realization of Fault Diagnosis Rule Extraction System Based on Rough Set Theory
,,2010,饶泓,,Research on Hydraulic Control System Fault Diagnosis Method Based on Rough  Set Theroy
,,2010,林仲达,,Research on Mining For Mass RFID Data
,,2010,伍军云,,design of image retrieval algorithm  based on important wavelet coefficient and color clustering table
,,2010,伍军云,,IPv6过渡技术研究 ?
,,2010,周石林,,基于邻接矩阵的最短路径算法?
,,2010,段隆振,,一种基于动态模糊Kohonen网络的聚类模型及应用（已录用）
,,2010,段隆振,,基于SDO的社会保险数据整合平台研究
,,2010,段隆振,,一种基于项目推荐候选集的协同过滤算法
,,2010,段隆振,,商品层次填充协同过滤算法
,,2010,林振荣,,ASP.NET用户控件技术在新闻列表页面中的研究与应用 ?
,,2010,林振荣,,基于AJAX的网站流量分析系统?
,,2010,唐祎玲,,基于OHCI的USB主机控制器驱动设计
,,2010,刘韬,三大检索期刊源,一种基于相容粒计算模型的文章相似度计算方法
,,2010,李向军,,Research of Routing System which applied in ASP NET MVC Application
,ISTP,2010,李向军,,The Application of Fuzzy C-Means Clustering in Macro-Economic Forecast
,ISTP,2010,李向军,,Research of Enterprise Competitive Intelligence Collection System Based On Cross-Language Information Retrieval
,,2010,李向军,,Ontology Building From Incomplete Information Systems Based on Granular Computing
,,2010,李向军,,FM／DEA模型及其在实验室综合评价中的应用
,,2010,白似雪,省级及省级以上刊物,M-distinct算法改进:面向动态数据集重发布的隐私保护算法
,,2010,白小明,省级及省级以上刊物,基于模糊综合决策的任务优先级研究与实现
,,2010,白小明,三大检索期刊源,A Task Priority Research and Implement Based on Fuzzy Integrated Decision making
,,2010,江顺亮,,自变量为整数的映射函数生成算法
,,2010,江顺亮,,流体动力学的SPH模型面向对象设计及其实施
,,2010,赵黎黎,,Finite Element Simulation of Temperature Field in Fused Deposition Modeling
,,2010,赵黎黎,,高温超导氧化物YBCO掺锆酸钡薄膜的制备及其结构分析
,,2010,曾庆鹏,,网络教学平台中问答系统的关键技术研究
,,2010,于海雯,,基于Web的校园远程VOD系统的实现及其应用
,,2010,于海雯,,浅析远程开放式网络实验平台下的网络实践教学
,,2010,任燕,,基于不规则路径聚类算法的用户访问模式挖掘
,,2010,陈萌,,基于WebService的CRM接口设计与实现
,,2010,陈萌,,Extension of rough set theory based on strict similarity relation
,,2010,石永革,,An improved apriori algorithm
,,2010,徐少平,,An improved realistic mass-spring model for surgery simulation
,,2010,徐少平,省级及省级以上刊物,基于混合编程的真实感图形生成课件?
,,2010,徐少平,CSCD核心库,虚拟手术中软组织实时形变模型的研究进展
,,2010,张乐,省级及省级以上刊物,基于模糊综合决策的任务优先级研究与实现
,,2010,张乐,,多核程序设计课程建设的探索
,,2010,邱桃荣,,基于多层次相容粒度的图像分类
,,2010,邱桃荣,,基于粗糙集和蚁群优化算法的特征选择方法
,,2010,邱桃荣,,An approach to information hiding based on rough set
,,2010,邱桃荣,,Granular Computing Approach to Finding Association Rules in Relational Database
,,2010,邱桃荣,,一种基于粒计算的知识隐藏方法
,,2010,周明建,,Knowledge Push Technology Based on Group Characteristics
,,2010,周明建,,Development of Knowledge Management Based on Task Circumstance
,,2010,周明建,,Linux虚拟文件系统分析
,,2010,周明建,,数据流挖掘方法研究
,,2010,徐苏,,Research on Detector Generating Algorithm based on Artificial Immune
,,2010,徐苏,,An improved p2p architecture for federated D-IDS
,,2010,王命延,,method of chinese text categorization based on variable precision rough set
,,2010,王命延,,The desigon and implementation of passwords management system based
,,2010,王命延,,继电保护测试系统组态软件的应用?
,,2010,蔡志勇,,弹性分组环中的队列长度分析?
,,2010,洪弘,,Analysis and implementation of the city conflagration automatic alarm network monitoring system
,,2010,洪弘,,Research and Implementation of Long-Distance Urban Fire Monitoring System
,,2010,黄涛,,based on constrained least squares wavelet transform improved image denoising method
,,2010,李赣平,,Design of an Embedded Control and Acquisition System for Industrial Local Area Networks Based on ARM
,,2010,涂志军,,开展综合性、设计性实验提高学生的实践能力和创新精神
,,2010,涂志军,,基于DSP的参数自适应电机励磁控制系统的实现
,,2010,涂志军,,金属探测器中控制系统的AD采样新设计
,SCI,2010,刘明萍,,Electron Acceleration and Bunch Generation by Intense Femtosecond Laser Pulse in Preplasma of a Target
,,2010,何俊,,Lipreading recognition based on SVM and DTAK
,EI,2010,何俊,,Feature extraction in speechreading
,",",2010,黄涛,,Car fault diagnosis system based on FNN and rule-based inference
,,2010,黄涛,,Fault diagnosis of rolling bearing based on the energy operator demoduiation approach
,SCI,2010,郑朝丹,"国外刊物,",Effects of Depolarization Field and Interfacial Coupling on the Polarization of Ferroelectric Bilayers
,,2010,汪庆年,,基于DSP的参数自适应电机励磁控制系统的实现
,,2010,李迟生,,基于单片机的智能小区防盗系统研究与设计?
,,2010,李迟生,,传感器网络中基于多维标度定位算法的改进
,,2010,陈利民,国外刊物,Inspection of Rail Surface Defect Based on Machine Vision System
,,2010,陈利民,国外刊物,Symbol Timing and Carrier Frequency United Estimation for MPSK Signals
,,2010,王艳庆,,PC104在焊接机器人中的应用
,,2010,虞礼贞,,Optimization of collision detection algorithm based on OBB
,,2010,刘晔,,An enhanced location estimation approach based on fingerprinting technique
,,2010,刘晔,,Research on the TDOA measurement of active RFID real time location system
,,2010,李迟生,,A novel calibration approach based on recurrent neural network for vehicle weigh-in-motion system
,,2010,李迟生,,An efficient recognition algorithm between analog and digital signals at low SNR
,EI,2010,周南润,"三大检索期刊源,",单通道彩色图像加密方案
,EI,2010,周南润,,New concurrent digital signature scheme based on the Computational Diffie-Hellman problem
,SCI,2010,周南润,"国外刊物,",Novel quantum deterministic key distribution protocols with entanglement
,SCI,2010,周南润,"国外刊物,",Novel image encryption algorithm based on multiple-parameter discrete fractional random transform
,SCI,2010,周南润,"国外刊物,",Quantum deterministic key distribution protocols based on the authenticated entanglement channel
,SCI,2010,周南润,,基于纠缠的选择重传ARQ量子同步通信协议
,,2010,周辉林,,Ultra-thin asphalt pavement layer interface detection and time delay estimation based on MUSIC
,,2010,周辉林,,Illumination invariant enhancement and threshold segmentation algorithm for asphalt pavement crack image
,,2010,夏瑞华,,An Image Segmentation Method for Quasi-circular Immune Cells
,,2010,夏瑞华,,One Kind of Macrophages Images Edge Detection Method
,ISTP,2010,魏庆国,,Application of Quadratic Optimization to Multi-class Common Spatial Pattern Algorithm in Brain-computer Interfaces
,,2010,魏庆国,,Independent component analysis for spatial filtering and feature extraction in a four-task brain-computer interface
,,2010,魏庆国,,A least-squares approach for extending common spatial pattern algorithm to multi-class in brain-computer interfaces
,,2010,魏庆国,,A research combineing spatial pattern with autoregressive model for EEG feature extraction
,,2010,吴建华,,A POCS super-resolution image reconstruction based on the projection residue
,,2010,王静,省级及省级以上刊物,基于四元数小波变换的纹理分类
,SCI,2010,吴建华,"国外刊物,",Image encryption based on the multiple-order discrete fractional cosine transform
,,2010,吴建华,,A marked bounding box method for image data reduction and reconstruction of sole patterns
,,2010,王艳庆,,The Innovation Research and Practice of University Student's Graduate Project Management
,,2010,赵庆敏,,Classification of sole patterns from a 3-Dimensional shoe model.
,,2010,赵庆敏,,Shortwave Memory Power Amplifier Linearization Based on Multi-Directional Search Algorithm  Predistorter
,ISTP,2010,陈荣伶,,The Practice of Network-assisted Teaching on the EDA Course
,,2010,罗斌,,Design and Budget Analysis of RF Receiver of 5.8GHz ETC Reader
,,2010,王玉皞,,A Wireless Cellular Network Optimization Platform based on Inversion Propagation model and GIS
,,2010,王玉皞,,A New Indoor Localization Method Based on Inversion Propagation Model
,,2010,王玉皞,,Performance Evaluation of Routing Protocol in VANET with Vehicle-node Density
,,2010,王玉皞,,Client/Server Framework-Based Passenger Line Ticket System Using 2-D Barcode on Mobile Phone
,,2010,王玉皞,,A hybrid client/server and browser/server mode-based universal mobile ticketing system
,,2010,王玉皞,,Smart Sensing Strategy for Wireless Channel based on Sequence Characterizes Matching Method
,,2010,王玉皞,,Statistical Properties Evaluation on Rayleigh VANET Fading Channels
,,2010,王玉皞,,An Integrated Propagation Model for VANET in Urban Scenario
,,2010,王玉皞,,A Novel Inversion Method for Outdoor Coverage Prediction in Wireless Cellular Network
,,2010,虞贵财,,Research on Spectrum Detection Algorithms Based on Data Fusion in Cognitive Radio Systems
,,2010,张烨,,Potential Function Agglomeration Clustering Algorithm for Sparse Component Analysis
,,2010,张烨,,A robust K-plane clustering algorithm for blind separation of underdetermined mixtures of sparse sources
,,2010,李安,,Outage Behavior of Improving DF Relaying in Dissimilar Rayleigh Fading Channels
,,2010,段荣行,,Intelligent Fault Diagnosis Method Based on Dynamic Fault Tree Analysis
,,2010,刘小平,,An improved realistic mass-spring model for surgery simulation
,,2010,刘小平,,The wave-variable teleoperator with improved trajectory tracking
,,2010,刘小平,,Efficient collision detection based on AABB trees and sort algorithm
,,2010,衷卫声,,膜生物反应器（MBR）中溶解氧的模糊－预测控制
,EI,2011,江耘,三大检索（仅供认领作者选择）,Commercial Credit Value Evaluation and Illustration Analysis on Internet
,EI,2011,黄玉水,三大检索（仅供认领作者选择）,The simulation of the noise eliminated based on artificial neural network.
,EI,2011,黄玉水,国际会议文集,Design of controlling system of higher layer elevator.
,EI,2011,喻国平,三大检索（仅供认领作者选择）,Design and implementation of the SIP video conferenceing system in public security
,ISTP,2011,陈荣伶,三大检索（仅供认领作者选择）,The Practice of Network-assisted Teaching on the EDA Course
,ISTP,2011,邱桃荣,三大检索（仅供认领作者选择）,An Approach to Feature Selection Based on Ant Colony Optimization and Rough Set
,EI,2011,李春泉,三大检索（仅供认领作者选择）,Design and Implementation of a haptic interface device with auto-regulation gravity compensation
,EI,2011,武和雷,三大检索（仅供认领作者选择）,An engineering solution to Taylor series expansion coefficients based on BP neural network
,ISTP,2011,陶凌,三大检索（仅供认领作者选择）,Design and Implementation of the Control System for an ARM9-based biochemical Analyzer
,EI,2011,武和雷,三大检索（仅供认领作者选择）,Decision fusion for block linear regression classification based on confidence index
,ISTP,2011,齐影虹,三大检索（仅供认领作者选择）,A New Wavelet-based Digital Watermarking Algorithm
,EI,2011,王晋华,三大检索（仅供认领作者选择）,Computer Network Security of University and Preventive Strategy
,EI,2011,王晋华,三大检索（仅供认领作者选择）,Tentative Discussion on Network Security based on Data Encryption
,EI,2011,王晋华,三大检索（仅供认领作者选择）,On the Security Issues of E-Government System of Public Sectors
,EI,2011,伍军云,国际会议文集,Knowledge granulation in incomplete information systems
,EI,2011,冯豫华,三大检索（仅供认领作者选择）,Research on social insurance system based on DW
,EI,2011,冯豫华,三大检索（仅供认领作者选择）,Research about Web personalizing service system
,EI,2011,伍军云,国际会议文集,A image retrieval method based on color histogram
,EI,2011,刘小东,三大检索（仅供认领作者选择）,The application research of neural network in embedded intelligent detection
,EI,2011,陈炼,三大检索（仅供认领作者选择）,A Kind of Improved Attribute Reduction Algorithm in Intrusion Detection Application Research Based on Rough Sets Theory
,ISTP,2011,王平,三大检索（仅供认领作者选择）,Research and Implementation of Conglutinated Macrophage Image Segmentation Based on Improved Watershed Algorithm
,EI,2011,黄劭刚,三大检索（仅供认领作者选择）,Research on speed governing system of synchronous/permanent magnet hybrid motor
,EI,2011,黄劭刚,三大检索（仅供认领作者选择）,Analysis of biaxial excitation generator/motor for automobiles using tooth flux method
,EI,2011,李安,三大检索（仅供认领作者选择）,Whisper communication: power control based distributed transmit beamforming
,EI,2011,周兴斌,三大检索（仅供认领作者选择）,Research and application of mutiple pattern fusion on decorative pattern
,EI,2011,王炜立,三大检索（仅供认领作者选择）,A self-index GML storage approach based on element coding
,EI,2011,李荣鑫,三大检索（仅供认领作者选择）,Study of Power-Aware Routing Protocal in Wireless Sensor Networks
,EI,2011,魏庆国,三大检索（仅供认领作者选择）,Binary multi-objective particle swarm optimization for channel selection in motor imagery based multi-class brain-computer interfaces
,EI,2011,魏庆国,三大检索（仅供认领作者选择）,Wavelet packet coefficients weighted for frequency optimization in motor imagery based brain-computer interfaces
,EI,2011,魏庆国,三大检索（仅供认领作者选择）,A comparative study of canonical correlation analysis for SSVEP detection
,ISTP,2011,龙伟,三大检索（仅供认领作者选择）,The Application of Implicit Generalized Predictive Self-Tuning Algorithm for Liquefied Natural Gas Storage Station
,ISTP,2011,龙伟,三大检索（仅供认领作者选择）,Design and realization of thermal printing system based on SC32442 and WinCE 5.0
,EI,2011,曾明如,三大检索（仅供认领作者选择）,Surface fitting compensation research of diffusible silicon pressure transducer
,,2011,李向军,国际会议文集,A Novel Approach to the Image Clustering Based on Rough Set and Ant Colony Algorithms
,,2011,李向军,国际会议文集,A novel algorithm of computing similarity degree between Chinese articles based on tolerance granular computing model
,ISTP,2011,陈瑛,三大检索（仅供认领作者选择）,SPWM Inverter Closed-loop PID Control System
,EI,2011,陈瑛,三大检索（仅供认领作者选择）,Analysis for TCSC Steady-state Characteristics
,EI,2011,陈瑛,三大检索（仅供认领作者选择）,SPWM Inverter Closed-loop PID Control System
,EI,2011,陈瑛,三大检索（仅供认领作者选择）,Finite Element Method Analysis of Surface-Inserted Permament Magnets Synchronous Generator
,EI,2011,刘小平,三大检索（仅供认领作者选择）,A novel haptic rendering algorithm based on vector median filter
,EI,2011,胡凌燕,三大检索（仅供认领作者选择）,A force feedback algorithm for the wave-variable teleoperator with high stability
,EI,2011,陈萌,三大检索（仅供认领作者选择）,A new combination rule of D-S theory(EI)
,EI,2011,陈萌,三大检索（仅供认领作者选择）,An itinerary for data fusion in distributed sensor network(EI)
,EI,2011,陈萌,三大检索（仅供认领作者选择）,An extended rough set model based on a new characteristic relation(EI)
,EI,2011,段隆振,三大检索（仅供认领作者选择）,The Web Classification Based on ROUGH-GA-BP
,EI,2011,屈文建,三大检索（仅供认领作者选择）,An Analysis for Demand Forecast and Dynamic Balance of Supply and Demand in higher education
,EI,2011,杨选辉,三大检索（仅供认领作者选择）,Analysis and design of MIS on draduates feedback
,EI,2011,王淳,三大检索（仅供认领作者选择）,Improved ecology evolutionary algorithm of food chain and its application in power transmission network planning
,EI,2011,杨选辉,三大检索（仅供认领作者选择）,AHP-based evaluation index system of information literacy research and appliction
,EI,2011,彭杰,三大检索（仅供认领作者选择）,Industrial control system security
,EI,2011,王平,三大检索（仅供认领作者选择）,A Method of Quasi-circular Objects Detection
,,2011,杨选辉,国际会议文集,Analysis and design of MIS on draduates feedback
,EI,2011,聂晓华,三大检索（仅供认领作者选择）,A New Improved Perturbation and Observation MPPT Control Algorithm in Photovoltaic System
,ISTP,2011,杨莉,三大检索（仅供认领作者选择）,Analysis of Single-phase APF Overtone and Idle Current Examination
,EI,2011,吴毅强,三大检索（仅供认领作者选择）,The measurement and analysis for complex permitivity of microwave dielectric based on cozxizl measurement system
,EI,2011,吴毅强,三大检索（仅供认领作者选择）,An accurate equivalend circuit method of open ended coaxial probe for measuring the permittivity of materials
,EI,2011,周石林,三大检索（仅供认领作者选择）,Accurate curvature approximation of 3-Dimension discrete points
,EI,2011,王俐,三大检索（仅供认领作者选择）,A Calculation Method for Series Lagging Correction Based on Root Locus
,EI,2011,虞贵财,三大检索（仅供认领作者选择）,Research on Energy Detection Algorithm in Cognitive Radio Systems
,EI,2011,虞贵财,三大检索（仅供认领作者选择）,A Novel Energy Detection Scheme to Improve Detection Sensitivity in Cognitive Radio Systems
,EI,2011,邱桃荣,三大检索（仅供认领作者选择）,Acquiring Hierarchical Concepts Based on Granular Computing
,EI,2011,李文2,三大检索（仅供认领作者选择）,A comparative study on Chinese sentiment classification
,EI,2011,江媛,三大检索（仅供认领作者选择）,An approach to wireless sensor network security assessment with fuzzy number intuitionistic fuzzy information
,EI,2011,郭路生,三大检索（仅供认领作者选择）,A time-optimization algorithm for soccer robot
,,2011,衷卫声,三大检索期刊源,Research of data acquisition controller for DO based on FPGA
,,2011,衷卫声,三大检索期刊源,Design of automobile intelligence security control system based on microcontroller AT89C51
,,2011,段隆振,三大检索期刊源,The Web Classification Based on ROUGH-GA-BP
,,2011,于海雯,省级及省级以上刊物,远程开放式网络实验环境下的智能电源管理
,,2011,于海雯,省级及省级以上刊物,远程开放式网络实验环境下的安全防护简介
,EI,2011,江媛,三大检索（仅供认领作者选择）,Model for evaluating the security of Wireless Sensor Network with triangular fuzzy information
,,2011,胡凌燕,三大检索期刊源,A force feedback algorithm for the wave-variable teleoperator with high stability
,SCIE,2011,胡凌燕,三大检索（仅供认领作者选择）,Trajectory tracking compensation for teleoperation with transmission delays
,EI,2011,周辉林,三大检索（仅供认领作者选择）,Evolving fuzzy neural network for highway subsurface condition evaluation using ground penetrating radar
,ISTP,2011,程结晶,三大检索（仅供认领作者选择）,02.Preliminary Study on the Construction of College Digital Educational Resources Based on Web2.0
,ISTP,2011,程结晶,三大检索（仅供认领作者选择）,The Study on Education Resources Construction of Digital Community Based on Distributed Technology
,,2011,周石林,国际会议文集,Accurate curvature approximation of 3-Dimension discrete points
,,2011,罗穗,三大检索期刊源,Study of Association Text Classification base on rough set
,SCI,2011,龚黎华,三大检索（仅供认领作者选择）,NOVEL SINGLE-CHANNEL COLOR IMAGE ENCRYPTION ALGORITHM-BASED ON CHAOS AND FRACTIONAL FOURIER-TRANSFORM
,EI,2011,刘春年,三大检索（仅供认领作者选择）,Web intelligence analysis in the semantic web based on domain ontology
,ISTP,2011,刘春年,三大检索（仅供认领作者选择）,Construction and Development of CRM Technology and Industry Chain in China
,ISTP,2011,刘春年,三大检索（仅供认领作者选择）,A Study on Technology Architecture and Serving Approaches of Electronic Government System
,SCI,2011,周南润,三大检索（仅供认领作者选择）,IMAGE ENCRYPTION ALGORITHM-BASED ON THE MULTI-ORDER DISCRETE FRACTIONAL MELLIN TRANSFORM
,SCIE,2011,周南润,三大检索（仅供认领作者选择）,Dissipation of a two-mode squeezed vacuum state in the single-mode amplitude damping channel
,SCI,2011,周南润,三大检索（仅供认领作者选择）,QUANTUM DETERMINISTIC KEY DISTRIBUTION PROTOCOLS BASED ON TELEPORTATION AND ENTANGLEMENT SWAPPING
,SCI,2011,周南润,三大检索（仅供认领作者选择）,NOVEL OPTICAL-IMAGE ENCRYPTION SCHEME BASED ON FRACTIONAL MELLIN TRANSFORM
,SCI,2011,周南润,三大检索（仅供认领作者选择）,WEYL CORRESPONDENCE FORMALISM FOR DESCRIBING ELECTRON UNDER UNIFORM MAGNETIC-FIELD STUDIED BY VIRTUE OF THE ENTANGLED STATE REPRESENTATION
,ISTP,2011,王玉皞,三大检索（仅供认领作者选择）,Experimental Characterization of Packet-level for Vehicular Wireless Network in Urban
,EI,2011,王玉皞,三大检索（仅供认领作者选择）,A new integral propagation model for radio coverage prediction in indoor environments
,SCIE,2011,文喜,三大检索（仅供认领作者选择）,Common fixed point theorem under contractions in partial metric spaces
,EI,2011,李安,三大检索（仅供认领作者选择）,Whisper communication: Power control based distributed beamforming with statistical CSI
,EI,2011,张文全,三大检索（仅供认领作者选择）,Optical image encryption algorithm combining anamorphic FrFT with linear congruence
,SCI,2011,徐少平,三大检索（仅供认领作者选择）,A NONLINEAR VISCOELASTIC TENSOR-MASS VISUAL MODEL FOR SURGERY SIMULATION
,SCI,2011,徐少平,三大检索（仅供认领作者选择）,A NEW HYBRID SOFT-TISSUE MODEL FOR VISIO-HAPTIC SIMULATION
,EI,2011,段荣行,三大检索（仅供认领作者选择）,Optimal sensor placement for fault diagnosis based on diagnosis cost specifications
,,2011,曾明如,三大检索期刊源,Surface fitting compensation research of diffusible silicon pressure transducer
,,2011,周绍梅,国际会议文集,THE APPLICATION OF THE MULTI-OBJECTIVE PARTICLE SWARM OPTMIZATION ALGORITHM IN LOGISTICS DISTRIBUTION(2)
,,2011,罗穗,三大检索期刊源,The Research on Regional Library Information Service Alliance under the promoting of the national strategies -take the case of Poyang Lake City Circle
,,2011,曾伟忠,国内权威,试论国家级档案开放目录体系建设特点、不足和完善对策
,,2011,江媛,三大检索期刊源,An approach to wireless sensor network security assessment with fuzzy number intuitionistic fuzzy information
,,2011,李向军,三大检索（仅供认领作者选择）,The Model of Thunderstorms Forecast based on Rough Set
,,2011,段隆振,国外刊物,methof of flexible thought assembling saas service
,,2011,段隆振,国际会议文集,research of algorithm based on improved self-organization neural network of fuzzy clustering
,,2011,陈萌,国际会议文集,An extended rough set model based on a new characteristic relation
,,2011,陈萌,国际会议文集,An itinerary for data fusion in distributed
,,2011,戴文进,国际会议文集,A PLL Control Based on Algorithm of BP Neural Network
,,2011,江智军,省级及省级以上刊物,电流型光伏并网逆变器的关键技术研究
,,2011,刘小平,省级及省级以上刊物,虚拟焊接仿真系统研究进展?
,,2011,张明辉,国际会议文集,Cortical surface and volume extraction through two-phase fast marching method
,,2011,万晓凤,三大检索期刊源,TPMS design and application based on MLX91801
,,2011,伍军云,国际会议文集,A Image Retrieval Method Based on Color Histogram
,,2011,万晓凤,三大检索期刊源,CAN总线在纯电动汽车整车控制及电池管理系统中的应用
,,2011,刘春年,三大检索期刊源,Research on Decision Support System based on Agricultural Risk Management Ontology
,,2011,刘春年,国际会议文集,江西教育信息化产业链竞争优势分析—基于波特竞争理论
,,2011,刘春年,国际会议文集,教育信息资源全生命周期管理模型比较与关键问题分析
,,2011,李春泉,国际会议文集,Design and Implementation of a haptic interface device with auto-regulation gravity compensation
,,2011,冯豫华,"国际会议文集,国际会议文集",Research on social insurance system based on DW
,,2011,夏永洪,CSCD核心库,齿谐波励磁的混合励磁永磁同步发电机
,,2011,夏永洪,三大检索期刊源,齿谐波绕组感应电动势波形快速计算
,,2011,任燕,国际会议文集,An optimized collaborative filtering approach with item hierachy-interestingness
,,2011,李向军,国际会议文集,The Model of Thunderstorms Forecast based on Rough Set
,,2011,李向军,国际会议文集,A MG Method Applied to Control Software Quality for Exiting Test Phase
,,2011,王时胜,三大检索（仅供认领作者选择）,Design of Data Abandoned Dual-port RAM Based on FPGA and Application in High-speed Data Sampling System
,,2011,伍军云,",国际会议文集",Study and Design of the Tunnel System Based on NAT
,,2011,戴文进,国外刊物,Study on Single-phase Hybird Power Filter in Electrified Railway Power Supply System
,,2011,戴文进,国外刊物,A Small Power SMP Based TOPSwitch
,,2011,杨莉,国外刊物,Monitor System of Low-Voltage Power Distribution Based on MODBUS Communication Protocol
,,2011,杨莉,国外刊物,Control for 3-phase 4-wire Active Power Filter Based on Synchronous Reference Frame
,,2011,王命延,国际会议文集,Ontology-baesd legal knowledge modeling and reasoning
,,2011,王命延,国际会议文集,Research on approach of automatical contruction of law ontology
,,2011,伍军云,国际会议文集,Knowledge Granulation in Incomplete Information Systems
,,2011,段隆振,国际会议文集,The Web Classification Based on ROUGH-GA-BP
,,2011,王平,三大检索期刊源,A Method of Quasi-circular Objects Detection
,,2011,周辉林,国际会议文集,An Ann-based inverse scattering approach to estimate thickness and permittivity of multi-layered
,,2011,周辉林,三大检索期刊源,Evolving fuzzy neural network for highway subsurface condition evaluation using ground penetrating radar
,,2011,周辉林,三大检索期刊源,Improved Stolt migration algorithm for GPR imaging using segmentation velocity model
,,2011,万国金,国际会议文集,REAL-TIME SPEECH CODING AND DECODING FOR GSM SYSTEM AND ITS IMPLEMENT IN VC
,,2011,王平,三大检索期刊源,Research and implementation of conglutinated macrophage image segmentation based on improved watershed algorithm
,,2011,程结晶,三大检索期刊源,On the Construction of Digital Archive Ecosystem
,,2011,程结晶,三大检索期刊源,The Construction of Sharing System for Regional Digital Educational Resources
,,2011,程结晶,三大检索期刊源,The study on education resources construction of digital community based on distributed technology
,,2011,程结晶,三大检索期刊源,Study on Information Resources Integration of Livelihood Archives For The People
,,2011,刘捷,国际会议文集,Efficient search scheme in mobile peer to peer network
,,2011,江智军,核心刊物,电流型光伏并网逆变器的关键技术研究
,,2011,管春,国际会议文集,An Improved ID3 Based on Weighted Modified Information Gain
,,2011,王晋华,三大检索期刊源,On the Security Issues of E-Government System of Public Sectors
,,2011,周绍梅,国际会议文集,THE APPLICATION OF THE MULTI-OBJECTIVE PARTICLE SWARM OPTMIZATION ALGORITHM IN LOGISTICS DISTRIBUTION
,,2011,王晋华,三大检索期刊源,Tentative Discussion on Network Security based on Data Encryption
,,2011,齐影虹,国际会议文集,A NEW WATERMARKING ALGORITHM OF COLOR IMAGE BASED ON INTEGER WAVELET TRANSFORM
,,2011,王炜立,国际会议文集,A self-index GML storage approach based on element coding
,,2011,王炜立,国际会议文集,GML Data Management: Framework and Prototype
,,2011,龙承志,国际会议文集,Range-free localization algorithms in wireless sensor networks
,,2011,龙承志,国际会议文集,Research on the strategy of nodes cooperative transmission in wireless sensor networks
,,2011,龙承志,国际会议文集,The Routing Protocol for Wireless Sensor Networks
,,2011,龙承志,三大检索期刊源,An Efficient VMIMO Scheduling Scheme Wireless Sensor Networks
,,2011,王晋华,三大检索期刊源,Computer Network Security of University and Preventive Strategy
,,2011,江顺亮,"国际会议文集,国际会议文集",The simulation and implementation of discrete particle system based on CUDA
,,2011,刘小平,核心刊物,基于ANSYS模拟不同参数对20钢焊接温度场的影响
,,2011,江顺亮,核心刊物,基于CUDA的离散粒子系统模拟仿真及其实现
,,2011,胡凌燕,核心刊物,PI控制的有时延遥操作系统仿真平台的建立
,,2011,胡凌燕,三大检索期刊源,Trajectory tracking compensation for teleoperation with transmission delays
,,2011,刘小平,国际会议文集,A Novel Haptic Rendering Algorithm Based on Vector Median Filter
,,2011,黄劭刚,三大检索期刊源,Analysis of biaxial excitation generator/motor for automobiles using tooth flux method
,,2011,黄劭刚,三大检索期刊源,Research on speed governing system of synchronous/permanent magnet hybrid motor
,,2011,龚花萍,省级及省级以上刊物,中部地区现代信息服务业成长上限基模分析及管理对策
,,2011,龚花萍,省级及省级以上刊物,大学生阅读现状调研与分析
,,2011,龚花萍,省级及省级以上刊物,中外物流管理专业教学模式比较与创新人才培养
,,2011,龚花萍,核心刊物,我国在线旅游增长机制研究
,,2011,龚花萍,核心刊物,数字化学习与学习型社会构建策略
,,2011,龚花萍,国外刊物,基于BP神经网络的制造商与供应商信息共享程度评价研究
,,2011,周兴斌,国际会议文集,Research and application of mutiple pattern fusion on decorative pattern
,,2011,龚花萍,国外刊物,Customer Relationship Management Adoption of E-tourism Corporations
,,2011,龚花萍,国外刊物,我国中部地区城镇居民信息消费调研
,,2011,赵庆敏,核心刊物,记忆功放的预失真线性化方案
,,2011,徐敏,核心刊物,采用气象信息的神经网络应用于短期风力发电功率预测
,,2011,赵庆敏,国际会议文集,Analysis of computer simulation and virtual biology modeling
,,2011,吴建华,国际会议文集,A new pixel contractible visual secret sharing scheme
,,2011,吴建华,国际会议文集,Color image encryption based on the Multiple-order discrete fractional cosine transform and chaos in YCbCr space
,,2011,郭路生,国际会议文集,A Time-optimization Algorithm for Soccer Robot’s Path-planning in Dynamic Environment
,,2011,刘斓,CSCD核心库,一种基于微粒群技术的实时烟雾扩散模拟的研究
,,2011,杨选辉,国际会议文集,AHP-based evaluation index system of information literacy research and application
,,2011,胡凌燕,国际会议文集,A Force Feedback Algorithm For the Wave-Variable Teleoperator With High Stability
,,2011,周石林,国际会议文集,curvature approximation of 3-dimension dicrete points and application
,,2011,王时胜,核心刊物,基于CAN总线的配电网故障选线数据采样机的设计
,,2011,江耘,CSSCI,公民有序网络参与机制分析
,,2011,陈萌,国际会议文集,A new combination rule of D-S theory
,EI,2011,黄玉水,国际会议文集,The simulation of the noise eliminated based on artificial neural network
,EI,2011,王艳庆,国际会议文集,Shock response analysis for a propulsion shaft system in time domain
,EI,2011,王艳庆,国际会议文集,A stable tracking control method for an Autonomous Welding Mobile Robot
